,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
85,Bang Khun Thian,13.660832999999998,100.435833,Hua Seng Hong (ฮั่วเซ่งฮง),13.663309440749263,100.43728662462351,Chinese Restaurant
86,Bang Khun Thian,13.660832999999998,100.435833,Fuji (ฟูจิ),13.664001785073967,100.4377598487043,Japanese Restaurant
87,Bang Khun Thian,13.660832999999998,100.435833,Central Park,13.665003707975314,100.4365472677208,Activities
88,Bang Khun Thian,13.660832999999998,100.435833,Gateaux House (กาโตว์ เฮ้าส์),13.663480875170578,100.43739316489084,Household
89,Bang Khun Thian,13.660832999999998,100.435833,Pepper Lunch (เปปเปอร์ ลันช์),13.66404681222243,100.43767037634645,Japanese Restaurant
90,Bang Khun Thian,13.660832999999998,100.435833,The Pizza Company (เดอะ พิซซ่า คอมปะนี),13.664203827531676,100.43739239669576,Western Restaurant
91,Bang Khun Thian,13.660832999999998,100.435833,Squeeze by Tipco (สควีซ),13.664055254280951,100.43757206449253,Dessert Shop
92,Bang Khun Thian,13.660832999999998,100.435833,Swensen's (สเวนเซ่นส์),13.664028334825787,100.43754472185445,Dessert Shop
93,Bang Khun Thian,13.660832999999998,100.435833,Black Canyon (แบล็คแคนยอน),13.664128025691744,100.43787938882542,Café
94,Bang Khun Thian,13.660832999999998,100.435833,Jiang Fish Ball (เจียงลูกชิ้นปลา),13.664075057121941,100.43772619024207,Noodle House
95,Bang Khun Thian,13.660832999999998,100.435833,ร้านนายอินทร์ (Naiin),13.663590294379823,100.43742644320659,Activities
96,Bang Khun Thian,13.660832999999998,100.435833,Yayoi (ยาโยอิ),13.664172027203962,100.43799023570446,Japanese Restaurant
97,Bang Khun Thian,13.660832999999998,100.435833,Pizza Hut (พิซซ่า ฮัท),13.663311665805232,100.4372026986612,Western Restaurant
98,Bang Khun Thian,13.660832999999998,100.435833,Kanom Jean Bangkok (ขนมจีนบางกอก),13.664231825595403,100.4381681704332,Restaurant
99,Bang Khun Thian,13.660832999999998,100.435833,ZEN (เซน),13.663664192579493,100.43744844606556,Japanese Restaurant
100,Bang Khun Thian,13.660832999999998,100.435833,Farm Design (ฟาร์มดีไซน์),13.66409480858745,100.43785068720827,Dessert Shop
101,Bang Khun Thian,13.660832999999998,100.435833,Shabushi (ชาบูชิ),13.66339016482558,100.43735089879762,Japanese Restaurant
102,Bang Khun Thian,13.660832999999998,100.435833,Bronze Day Spa (บรองซ์ เดย์ สปา),13.66398442694936,100.4374611326178,Nightlife
103,Bang Khun Thian,13.660832999999998,100.435833,Hachiban Ramen (ฮะจิบัง ราเมน),13.664121792344226,100.43787792281265,Japanese Restaurant
104,Bang Khun Thian,13.660832999999998,100.435833,CC Double O (ซีซี ดับเบิ้ลโอ),13.664051341727086,100.43758601417194,Stores
105,Bang Khun Thian,13.660832999999998,100.435833,KFC (เคเอฟซี),13.664040873796093,100.43748394880564,Western Restaurant
106,Bang Khun Thian,13.660832999999998,100.435833,ลานหมู่บ้านสุดจิตต์นิเวศน์,13.658039233135776,100.43751856957563,Activities
107,Bang Khun Thian,13.660832999999998,100.435833,Sudjit Sportclub,13.657531658317842,100.43798364578275,Sport
108,Bang Khun Thian,13.660832999999998,100.435833,สุดจิตต์สปอร์ตคลับ,13.657514818794956,100.43803792416941,Sport
109,Bang Khun Thian,13.660832999999998,100.435833,กัปตันชาชัก @Big C Rama II,13.662118952948136,100.44009229530674,Asian Restaurant
110,Bang Na,13.680081,100.5918,ข้าวมันไก่โชคชัย,13.676315368821676,100.58989902369723,Asian Restaurant
111,Bang Na,13.680081,100.5918,Mr.Chang (ก๋วยเตี๋ยวฉั่ง),13.675752766332304,100.5908135730222,Noodle House
112,Bang Na,13.680081,100.5918,กาญจนา | ต้มเลือดหมู,13.675972114509952,100.59132457087311,Asian Restaurant
113,Bang Na,13.680081,100.5918,Silawat Seafood (ศิลวัฒน์ ซีฟู๊ด),13.67601,100.591,Seafood Restaurant
114,Bang Na,13.680081,100.5918,วันวานที่บางนา,13.676499826989176,100.58912310134158,Café
115,Bang Na,13.680081,100.5918,จ.จันทร์ฟอง,13.676346161429532,100.589372163937,Noodle House
116,Bang Na,13.680081,100.5918,Sanpawut Junction (แยกสรรพาวุธ),13.676043971943903,100.59131201383033,Infrastructure
117,Bang Na,13.680081,100.5918,กาญจนา อาหารตามสั่ง,13.675947843752198,100.59144393788873,Restaurant
118,Bang Na,13.680081,100.5918,ข้าวมันไก่โกเฮง,13.676195440880067,100.59022364754128,Chinese Restaurant
119,Bang Na,13.680081,100.5918,ร้านสเต็ก บางนา-สรรพวุธ,13.67645006256271,100.589371,Western Restaurant
120,Bang Phlat,13.793889000000002,100.505,Baan Bang Aor (บ้านบางอ้อ),13.795760671686237,100.50779754952845,Café
121,Bang Phlat,13.793889000000002,100.505,KFC Drive-Thru (เคเอฟซี ไดร์ฟทรู),13.794258370577944,100.50661603027916,Western Restaurant
122,Bang Phlat,13.793889000000002,100.505,7-Eleven (เซเว่น อีเลฟเว่น),13.794871447865491,100.5066140235691,Convenience Store
123,Bang Phlat,13.793889000000002,100.505,7-Eleven (เซเว่น อีเลฟเว่น),13.790373200166298,100.50303675889612,Convenience Store
124,Bang Phlat,13.793889000000002,100.505,Plin (เหล้าปั่น),13.792643397887742,100.50553528812452,Nightlife
125,Bang Phlat,13.793889000000002,100.505,แยกจรัญ 83,13.792332,100.504821,Infrastructure
126,Bang Phlat,13.793889000000002,100.505,ป้ายรถเมล์ จรัญสนิทวงศ์ 85,13.794685316053252,100.50649650383824,Infrastructure
127,Bang Phlat,13.793889000000002,100.505,Chao Doi Coffee,13.794895255147111,100.50663928977326,Café
128,Bang Phlat,13.793889000000002,100.505,Health Me Massage,13.795085,100.506675,Nightlife
129,Bang Phlat,13.793889000000002,100.505,Beyond Suite Hotel (โรงแรมบียอนด์ สวีท),13.795153435590889,100.50684636211216,Accomodation
130,Bang Phlat,13.793889000000002,100.505,Bus Stop (ป้ายรถเมล์),13.795185,100.506926,Infrastructure
131,Bang Phlat,13.793889000000002,100.505,โจ๊กหมู | ปากซอยจรัญสนิทวงศ์79,13.790683806554119,100.50340469380879,Restaurant
132,Bang Phlat,13.793889000000002,100.505,ปุ้ยนมสด,13.790543736609408,100.50346082998654,Household
133,Bang Rak,13.730832999999999,100.524167,China Palace (ไชน่าพาเลซ),13.731122264287727,100.52399571987225,Chinese Restaurant
134,Bang Rak,13.730832999999999,100.524167,เพลินชัย ขนมปัง-กาแฟ,13.731794,100.525185,Café
135,Bang Rak,13.730832999999999,100.524167,ก๋วยเตี๋ยวลูกชิ้นเนื้อ,13.731341672167305,100.52233315341716,Noodle House
136,Bang Rak,13.730832999999999,100.524167,Sawang Noodle (สว่าง บะหมี่ก้ามปู),13.731942,100.525345,Noodle House
137,Bang Rak,13.730832999999999,100.524167,iSanook Residence,13.732560344786831,100.52172302300679,Accomodation
138,Bang Rak,13.730832999999999,100.524167,Rod Dee Det (รสดีเด็ด),13.734807,100.52434,Noodle House
139,Bang Rak,13.730832999999999,100.524167,Yao Rooftop Bar,13.72764696221995,100.52218244559653,Nightlife
140,Bang Rak,13.730832999999999,100.524167,Amara Bangkok,13.728673335383366,100.52756420596495,Accomodation
141,Bang Rak,13.730832999999999,100.524167,Jok Sam Yan (โจ๊กสามย่าน),13.734584,100.526115,Western Restaurant
142,Bang Rak,13.730832999999999,100.524167,Bangkok Marriott Hotel The Surawongse,13.7273198,100.522248,Accomodation
143,Bang Rak,13.730832999999999,100.524167,ฮกหูฉลาม (Hok Shark Fin) 福,13.72862474169874,100.52747391816753,Chinese Restaurant
144,Bang Rak,13.730832999999999,100.524167,Somboon Seafood (สมบูรณ์โภชนา),13.728274,100.526719,Seafood Restaurant
145,Bang Rak,13.730832999999999,100.524167,Let's Relax,13.733192833188983,100.52684593039996,Nightlife
146,Bang Rak,13.730832999999999,100.524167,ล้งเล้ง ลูกชิ้นปลา,13.735088,100.52369,Noodle House
147,Bang Rak,13.730832999999999,100.524167,ก๋วยเตี๋ยวเป็ดรสเด็ด ตลาดสามย่าน,13.734332655478033,100.52680540909292,Noodle House
148,Bang Rak,13.730832999999999,100.524167,ไฮเซ็งลูกชิ้นปลา,13.734716,100.52452,Noodle House
149,Bang Rak,13.730832999999999,100.524167,Mandarin Hotel (โรงแรมแมนดาริน),13.733239129115002,100.52691497558297,Accomodation
150,Bang Rak,13.730832999999999,100.524167,Somtum Jay Daeng (ส้มตำเจ๊แดง),13.734648,100.52646,Restaurant
151,Bang Rak,13.730832999999999,100.524167,Red Planet Surawong,13.728497960689936,100.52685579063665,Accomodation
152,Bang Rak,13.730832999999999,100.524167,Baan Suriyasai (บ้านสุริยาศัย),13.728844516876496,100.52795665167899,Restaurant
153,Bang Rak,13.730832999999999,100.524167,Ton Kok (ต้นกก),13.734855157824429,100.52614145190844,Household
154,Bang Rak,13.730832999999999,100.524167,Jay Jia Yentafo (เจ๊เจี่ยเย็นตาโฟ),13.73508,100.522736,Noodle House
155,Bang Rak,13.730832999999999,100.524167,ก๋วยจั๊บ นายเล็ก(อ้วน) เยาวราช,13.735052199395104,100.52340896993732,Noodle House
156,Bang Rak,13.730832999999999,100.524167,ครัวปักกิ่ง,13.734882756012004,100.52615321488685,Chinese Restaurant
157,Bang Rak,13.730832999999999,100.524167,นายยิ้งเกาเหลาเลือดหมู สามย่าน,13.735062,100.52461,Restaurant
158,Bang Sue,13.809722,100.537222,อร่อยในบ้าน,13.808061,100.53654,Restaurant
159,Bang Sue,13.809722,100.537222,Starbucks (สตาร์บัคส์),13.806059875215832,100.53796324397112,Café
160,Bang Sue,13.809722,100.537222,Pracha Chun Badminton Court (สนามแบดมินตันประชาชื่น),13.81240281139643,100.53414763924242,Sport
161,Bang Sue,13.809722,100.537222,ก๋วยเตี๋ยว (ล็อคล้อ) เตาปูน,13.807776129905184,100.5337705834386,Noodle House
162,Bang Sue,13.809722,100.537222,บ้านมะขาม,13.80765903180337,100.54116725921631,Restaurant
163,Bang Sue,13.809722,100.537222,เอ็ดจิ้มจุ่ม,13.80701387429209,100.53412102250462,Hotpot Restaurant
164,Bang Sue,13.809722,100.537222,แชมป์เปี้ยนเมี่ยงปลา ปลาเผาซีฟู้ด (เจ้าเก่าบางโพ),13.806836692497148,100.53434971957961,Seafood Restaurant
165,Bang Sue,13.809722,100.537222,7-Eleven (เซเว่น อีเลฟเว่น),13.811181369039405,100.53449885967918,Convenience Store
166,Bang Sue,13.809722,100.537222,"1,000,000 เหล้าปั่น",13.80695461216333,100.53426370639822,Nightlife
167,Bang Sue,13.809722,100.537222,บะหมี่ปราบเซียน,13.810995628076178,100.5336731672287,Noodle House
168,Bang Sue,13.809722,100.537222,SCG Playground,13.806976599516704,100.53754359483719,Activities
169,Bang Sue,13.809722,100.537222,Café Amazon (คาเฟ่ อเมซอน),13.805253974556292,100.53724768819976,Café
170,Bang Sue,13.809722,100.537222,เล็กชิ้นตุ๋น ทางรถไฟบางซื่อ,13.809587,100.541408,Noodle House
171,Bang Sue,13.809722,100.537222,ครัวมือถือ,13.808285,100.541302,Restaurant
172,Bangkok Noi,13.770867,100.467933,สวนเฉลิมพระเกียรติ ๘๐ พรรษา พระบาทสมเด็จพระเจ้าอยู่หัว,13.77226574904896,100.4684410214013,Activities
173,Bangkok Noi,13.770867,100.467933,Nai Ped Mooh Nam Tok (ก๋วยเตี๋ยวหมูน้ำตก นายเป็ด),13.772319025709066,100.46539820929017,Noodle House
174,Bangkok Noi,13.770867,100.467933,ขนมเบื้องแม่ประภา บางขุนนนท์,13.77021600408904,100.4688161844735,Dessert Shop
175,Bangkok Noi,13.770867,100.467933,Oldman Café,13.773552354687371,100.46693948631044,Café
176,Bangkok Noi,13.770867,100.467933,ก๋วยเตี๋ยวตำลึงนายเพ้ง บางขุนนนท์,13.772483,100.467384,Noodle House
177,Bangkok Noi,13.770867,100.467933,ก๋วยเตี๋ยวตำลึง นายอ้วน (Nai Oun) (ก๋วยเตี๋ยวตำลึง นายอ้วน),13.769816252028585,100.46905054231382,Noodle House
178,Bangkok Noi,13.770867,100.467933,กลิ่นกลั้ว,13.768292097667262,100.47017904191294,Restaurant
179,Bangkok Noi,13.770867,100.467933,อัยยะ ก๋วยเตี๋ยวแคระ เย็นตาโฟ,13.774288890019353,100.46655996882295,Noodle House
180,Bangkok Noi,13.770867,100.467933,Aroi-O-Charod (อร่อย โอชารส),13.7726555,100.46763,Asian Restaurant
181,Bangkok Noi,13.770867,100.467933,Nai Ngieb Fish Ball Noodle (ก๋วยเตี๋ยวลูกชิ้นปลานายเงี๊ยบ),13.770234,100.46874,Noodle House
182,Bangkok Noi,13.770867,100.467933,ธ.ก๋วยจั๊บญวน,13.768492294032484,100.46993057310334,Noodle House
183,Bangkok Noi,13.770867,100.467933,Larb Ped Ubon (ลาบเป็ดอุบล),13.772271811357484,100.46766753320536,Western Restaurant
184,Bangkok Noi,13.770867,100.467933,Bang Orn Kai Yang (บังอร ไก่ย่าง),13.773222798167325,100.46728481156919,Restaurant
185,Bangkok Noi,13.770867,100.467933,ก๋วยเตี๋ยวเนื้อรสเด็ด (ป้าศิริ),13.767476844015142,100.47077865541841,Noodle House
186,Bangkok Noi,13.770867,100.467933,สยามติ่มซำ เฮียแดง,13.774515903593397,100.46652501465003,Chinese Restaurant
187,Bangkok Noi,13.770867,100.467933,Caffè D´Oro (คาเฟ ดิโอโร่),13.774945346323937,100.46644728406022,Café
188,Bangkok Noi,13.770867,100.467933,Coffee Prezzo,13.770937,100.468465,Café
189,Bangkok Noi,13.770867,100.467933,บ้านเฮาสเต็ก in บางกอก (Steak house),13.77278312899392,100.46741449535574,Western Restaurant
190,Bangkok Noi,13.770867,100.467933,Na Na Thip-Pa-Rod,13.772856,100.467361,Asian Restaurant
191,Bangkok Noi,13.770867,100.467933,ร้านลุงหนวดบะหมี่เกี๊ยวปูหมูแดง,13.774151759905953,100.46662402328423,Noodle House
192,Bangkok Noi,13.770867,100.467933,นายกิตติ ก๋วยเตี๋ยวลูกชิ้นแคะ เยาวราช,13.7741993,100.4664115794003,Noodle House
193,Bangkok Noi,13.770867,100.467933,ก๋วยเตี๋ยวหมูต้มยำ ข้างมูลนิธิพระอาจารย์มั่น,13.768235,100.46457,Noodle House
194,Bangkok Noi,13.770867,100.467933,Brazil Blue Coffee (บราซิลบลูคอฟฟี่),13.774961566857083,100.46649776796323,Café
195,Bangkok Yai,13.722778,100.476389,หมี่กรอบจีนหลี,13.722141,100.4773,Chinese Restaurant
196,Bangkok Yai,13.722778,100.476389,Talat Phlu Market (ตลาดพลู),13.72083120678069,100.47733576348092,Household
197,Bangkok Yai,13.722778,100.476389,ก๋วยเตี๋ยวเป็ดย้งฮุย,13.720793593557646,100.47690627626608,Noodle House
198,Bangkok Yai,13.722778,100.476389,นิ-อ่าง น้ำแข็งไส ไอศกรีม (Ni-Ang) (นิ-อ่าง น้ำแข็งไส ไอศกรีม),13.7205153960756,100.47746989686902,Dessert Shop
199,Bangkok Yai,13.722778,100.476389,สุณีข้าวหมูแดงตลาดพลู,13.720635,100.4775,Restaurant
200,Bangkok Yai,13.722778,100.476389,ขนมหวานตลาดพลู,13.720885,100.47756,Dessert Shop
201,Bangkok Yai,13.722778,100.476389,ตึ๊ง ข้าวต้มหัวปลา หลังติดรถไฟ,13.721332628447463,100.4790167514266,Seafood Restaurant
202,Bangkok Yai,13.722778,100.476389,ลิ้มโภชนา ข้าวมันไก่,13.72186745362605,100.48072817240835,Asian Restaurant
203,Bangkok Yai,13.722778,100.476389,Tong Leng (บะหมี่ตงเล้ง),13.720614734961524,100.47752109476626,Noodle House
204,Bangkok Yai,13.722778,100.476389,Chorleng (ฉอเล้ง),13.720723499924576,100.47744611205478,Noodle House
205,Bangkok Yai,13.722778,100.476389,หลุยส์ บะหมี่เกี๊ยวกุ้ง ตลาดพลู,13.720939914492558,100.47742969551803,Noodle House
206,Bangkok Yai,13.722778,100.476389,เกาเหลาเนื้อเปื่อย ต.จันทร์เพ็ญ,13.720957,100.47774,Restaurant
207,Bangkok Yai,13.722778,100.476389,Camelian Theme Studio & Café (คาเมเลี่ยน ธีมสตูดิโอ),13.724226141533228,100.47563031891819,Commercial
208,Bangkok Yai,13.722778,100.476389,Suriya Coffee (สุริยากาแฟ),13.720850450281821,100.47731030951624,Café
209,Bangkok Yai,13.722778,100.476389,ก๋วยเตี๋ยวลูกชิ้นปลาพรชัย,13.721270066354466,100.47871962080106,Noodle House
210,Bangkok Yai,13.722778,100.476389,LYNX Specialty Coffee,13.72013660675131,100.47441439111869,Café
211,Bangkok Yai,13.722778,100.476389,สถานีรถไฟตลาดพลู (Talat Phlu) SRT5003,13.720934320635674,100.47802065839583,Infrastructure
212,Bangkok Yai,13.722778,100.476389,แก้วข้าวมันไก่,13.721824547325474,100.4805532871348,Asian Restaurant
